1,2,3,4,5
1.1448,1.14833,1.12484,1.1527,1.1357
1.08942,1.08829,1.06687,1.08674,1.0681
1.06794,1.06734,1.04482,1.06003,1.04477
1.06198,1.06128,1.03815,1.05342,1.03807
1.05977,1.05989,1.03643,1.05189,1.03686
1.05916,1.05918,1.03591,1.05119,1.03613
1.05849,1.05784,1.03533,1.04946,1.03565
1.05801,1.05712,1.03499,1.04904,1.03529
1.05749,1.05691,1.03478,1.04878,1.03496
1.05703,1.05593,1.03449,1.04848,1.03467
1.14888,1.14046,1.1514,1.15959,1.12973
1.09109,1.07816,1.09335,1.09791,1.07597
1.07021,1.0535,1.07412,1.07767,1.05603
1.06468,1.04485,1.06702,1.0717,1.05008
1.06343,1.0424,1.06533,1.07026,1.0489
1.06282,1.04164,1.0647,1.06944,1.04806
1.06196,1.04107,1.06413,1.06885,1.0476
1.06142,1.04068,1.06379,1.06825,1.04693
1.06124,1.04038,1.06333,1.06781,1.04653
1.06033,1.03892,1.06306,1.06623,1.04548
1.12811,1.10234,1.14352,1.14698,1.14551
1.0758,1.05144,1.08115,1.08342,1.08759
1.05802,1.03052,1.05873,1.05891,1.06477
1.05222,1.02408,1.0515,1.0516,1.05741
1.05061,1.02271,1.0502,1.05,1.05549
1.05009,1.02212,1.04942,1.04926,1.05482
1.04929,1.02087,1.04897,1.04871,1.05407
1.04884,1.0206,1.04789,1.04833,1.05364
1.04863,1.02041,1.04748,1.04806,1.05251
1.04843,1.02028,1.04681,1.04744,1.05228
1.11188,1.13078,1.13846,1.13313,1.13726
1.06066,1.072,1.07733,1.07314,1.07759
1.04309,1.05024,1.05235,1.05212,1.05677
1.03696,1.04404,1.04607,1.0457,1.05116
1.03554,1.04281,1.0446,1.04378,1.04982
1.03497,1.04193,1.04398,1.04331,1.04909
1.03371,1.04153,1.04251,1.04262,1.04831
1.0333,1.04043,1.04214,1.0423,1.0479
1.03302,1.04007,1.04174,1.04211,1.04754
1.03286,1.03935,1.04151,1.04121,1.0473
1.12038,1.12958,1.1245,1.10928,1.14619
1.06464,1.07646,1.06645,1.05737,1.09124
1.04576,1.05785,1.04561,1.03794,1.07077
1.04091,1.05209,1.03907,1.03223,1.06561
1.03961,1.05051,1.03753,1.03071,1.06451
1.03893,1.0499,1.03694,1.03012,1.06384
1.03803,1.04846,1.03556,1.02876,1.06342
1.03759,1.04804,1.03515,1.02827,1.06296
1.03728,1.04768,1.0349,1.02801,1.06269
1.03704,1.04737,1.03473,1.02784,1.06165
1.09514,1.1296,1.12153,1.11678,1.10964
1.05086,1.08433,1.07761,1.06888,1.06123
1.03708,1.06471,1.05956,1.05561,1.04284
1.03349,1.05902,1.05332,1.05122,1.03745
1.03237,1.05778,1.05102,1.04969,1.03663
1.03187,1.05724,1.05066,1.04913,1.03567
1.03034,1.05659,1.05038,1.04835,1.03528
1.03006,1.05628,1.04928,1.04799,1.03465
1.02993,1.05599,1.04897,1.04781,1.03437
1.02956,1.05579,1.04884,1.04672,1.03396
1.12985,1.12863,1.12896,1.15651,1.14737
1.07172,1.07029,1.07053,1.09363,1.08741
1.05489,1.04881,1.04828,1.07067,1.06741
1.04792,1.04297,1.04133,1.06321,1.06158
1.0453,1.04175,1.03974,1.06152,1.06026
1.04463,1.04101,1.03898,1.06063,1.05952
1.04356,1.04052,1.03859,1.0602,1.05902
1.04311,1.04021,1.03716,1.059,1.05863
1.04279,1.03911,1.03693,1.05878,1.05832
1.04258,1.03889,1.03678,1.05853,1.05781
1.14097,1.1362,1.12135,1.12245,1.13784
1.08696,1.07852,1.063,1.06967,1.07672
1.06565,1.05898,1.04102,1.05384,1.05682
1.05899,1.05344,1.03472,1.04849,1.05113
1.05766,1.05212,1.03315,1.04701,1.04847
1.05692,1.05149,1.03243,1.04644,1.04778
1.05648,1.04967,1.03114,1.04488,1.04732
1.05504,1.04931,1.03062,1.04459,1.04686
1.05484,1.04891,1.03038,1.04435,1.04658
1.05404,1.0487,1.03003,1.04419,1.04559
1.12403,1.1191,1.13107,1.09496,1.11414
1.06735,1.06501,1.08042,1.04172,1.06022
1.04625,1.04999,1.06407,1.02374,1.04426
1.03978,1.04521,1.05925,1.0188,1.03953
1.0384,1.04346,1.05834,1.01743,1.03812
1.03783,1.04267,1.0573,1.01691,1.03744
1.03653,1.04124,1.05678,1.01555,1.03653
1.03633,1.04073,1.05657,1.01511,1.03595
1.03615,1.04047,1.05557,1.01466,1.03543
1.03574,1.04021,1.05547,1.01447,1.035
1.1265,1.11679,1.11453,1.13386,1.12229
1.07743,1.06262,1.06291,1.07926,1.07004
1.06321,1.04138,1.04767,1.05612,1.0524
1.05816,1.03616,1.04342,1.0494,1.04669
1.05597,1.03497,1.04221,1.04811,1.0455
1.05535,1.03444,1.04155,1.04755,1.04485
1.05421,1.03314,1.03981,1.04705,1.04446
1.05361,1.03286,1.0394,1.04672,1.04352
1.05324,1.03274,1.03915,1.04581,1.04305
1.05301,1.03256,1.03895,1.04569,1.0429
1.124,1.1359,1.13321,1.12976,1.12806
1.07144,1.07989,1.08179,1.07778,1.0715
1.05312,1.05838,1.06496,1.06201,1.05027
1.04895,1.05214,1.05993,1.05733,1.04518
1.04767,1.05059,1.05837,1.05645,1.04414
1.04713,1.04987,1.05779,1.05531,1.04348
1.0456,1.04918,1.05604,1.05463,1.04306
1.04523,1.04883,1.05573,1.05442,1.04242
1.04508,1.04777,1.05496,1.05412,1.04181
1.04495,1.04753,1.05464,1.05395,1.04163
