1,2,3,4,5
12.44215,12.5828,12.58499,12.56596,12.63004
12.43737,12.57633,12.58052,12.56137,12.62383
12.4345,12.57218,12.57785,12.55464,12.61435
12.43213,12.56804,12.57466,12.55002,12.608
12.43034,12.5655,12.57253,12.54891,12.60674
12.42886,12.56058,12.56636,12.54792,12.60487
13.26333,13.29313,12.99097,13.08708,13.29283
12.7967,12.85537,12.56474,12.68537,12.89088
12.69349,12.77403,12.46575,12.59247,12.80901
12.65854,12.73669,12.43124,12.56368,12.77728
12.6512,12.72089,12.42313,12.55652,12.76791
12.64718,12.71439,12.41951,12.55205,12.76266
12.64401,12.7054,12.41583,12.54876,12.75787
12.64189,12.6992,12.41367,12.54617,12.75498
12.63955,12.69769,12.40695,12.54418,12.75022
12.63795,12.69645,12.40614,12.54232,12.74702
12.97363,13.06137,13.13876,12.97009,13.12537
12.62947,12.69879,12.79073,12.62055,12.76611
12.54954,12.61932,12.70861,12.54641,12.68952
12.52245,12.59165,12.68116,12.51837,12.66283
12.51596,12.58495,12.67476,12.51103,12.65547
12.51357,12.58097,12.67109,12.50509,12.65184
12.50978,12.57819,12.66857,12.50176,12.6481
12.50754,12.57618,12.66649,12.49216,12.64603
12.5065,12.57449,12.66504,12.49077,12.64077
12.50569,12.57323,12.66275,12.48752,12.63978
13.12409,13.00779,13.14783,13.41241,13.40808
12.72849,12.58001,12.75139,12.96679,12.97003
12.63538,12.4895,12.66386,12.87731,12.883
12.60536,12.45854,12.63186,12.84345,12.84732
12.59661,12.45054,12.62054,12.83313,12.83356
12.59324,12.44663,12.61549,12.82857,12.82844
12.58927,12.44239,12.60984,12.82349,12.82129
12.58709,12.44006,12.60616,12.82054,12.81694
12.58204,12.43327,12.6037,12.81483,12.81565
12.5811,12.43254,12.60152,12.81343,12.81477
12.95513,13.20274,13.10534,13.22298,12.90491
12.53514,12.7718,12.68555,12.8261,12.48498
12.43081,12.67199,12.5943,12.73491,12.37722
12.39819,12.63909,12.56247,12.70437,12.34378
12.38811,12.63102,12.55273,12.69661,12.33744
12.38436,12.62733,12.5481,12.69325,12.33408
12.37669,12.6226,12.5437,12.68888,12.3318
12.37343,12.61998,12.54114,12.68596,12.33013
12.37216,12.61561,12.53494,12.68437,12.32878
12.37128,12.61305,12.53309,12.68313,12.32766
13.08928,13.22011,13.14607,13.13673,13.15543
12.71907,12.79914,12.73987,12.72554,12.72032
12.63171,12.70119,12.64233,12.62056,12.61985
12.60501,12.67031,12.61354,12.59117,12.5831
12.59583,12.66339,12.60529,12.58536,12.57031
12.59201,12.65949,12.60154,12.58038,12.56583
12.58928,12.65673,12.59534,12.5779,12.56038
12.58753,12.65457,12.59104,12.5713,12.55662
12.58601,12.65296,12.58993,12.56983,12.55554
12.58481,12.65119,12.58859,12.56689,12.55479
13.09302,13.22761,13.19811,13.06708,13.22948
12.7172,12.84604,12.73855,12.64526,12.80946
12.64486,12.76618,12.63887,12.53985,12.71467
12.61635,12.73786,12.60352,12.5064,12.68011
12.6074,12.73116,12.59261,12.5002,12.66673
12.60282,12.72587,12.58847,12.49622,12.66113
12.59524,12.72262,12.58045,12.49409,12.65213
12.59093,12.71823,12.57749,12.49092,12.64759
12.5898,12.71546,12.57621,12.48893,12.64623
12.58646,12.71183,12.57526,12.48712,12.64439
13.30946,12.91179,13.05419,12.93376,12.90823
12.89396,12.50396,12.61533,12.54751,12.51938
12.80942,12.42116,12.50822,12.46186,12.44416
12.77121,12.38845,12.47528,12.4324,12.4019
12.76018,12.37673,12.46844,12.42318,12.38549
12.75552,12.3723,12.46557,12.41894,12.37842
12.75151,12.36646,12.46069,12.41392,12.36482
12.74922,12.36282,12.45756,12.41089,12.35682
12.74469,12.36147,12.45661,12.40527,12.35506
12.74091,12.36049,12.45573,12.40403,12.35334
12.869,12.86899,12.93749,13.08538,12.81547
12.55459,12.51946,12.60304,12.76231,12.48548
12.48678,12.43837,12.52646,12.6889,12.41402
12.46284,12.41092,12.49885,12.66672,12.38623
12.45627,12.40458,12.49076,12.66132,12.37636
12.4521,12.4012,12.4872,12.65754,12.37198
12.44852,12.39858,12.48226,12.6551,12.36578
12.44626,12.39694,12.47959,12.65234,12.36255
12.44263,12.39468,12.47704,12.65046,12.36042
12.44031,12.39315,12.475,12.64588,12.35874
13.1692,13.16647,13.13199,13.21675,13.12685
12.79159,12.79183,12.7637,12.79061,12.74627
12.7152,12.71017,12.6795,12.69231,12.66936
12.68464,12.67894,12.65143,12.66036,12.63743
12.67648,12.67092,12.64136,12.65017,12.62862
12.67237,12.66602,12.63734,12.64606,12.62443
12.66719,12.66272,12.63011,12.64262,12.61999
12.66417,12.65952,12.62674,12.6404,12.61749
12.66257,12.65754,12.62539,12.63462,12.61032
12.66142,12.65007,12.62432,12.63374,12.60952
12.98098,12.91669,12.86445,13.07393,12.94848
12.55697,12.56971,12.47364,12.62676,12.54776
12.47119,12.49667,12.38057,12.52486,12.46532
12.43776,12.47037,12.35148,12.49405,12.43548
12.42857,12.46305,12.34441,12.4863,12.42683
12.42362,12.45873,12.34057,12.4825,12.42174
12.41942,12.45416,12.338,12.47899,12.41733
12.41672,12.45161,12.33485,12.47679,12.41462
12.41427,12.44375,12.33244,12.4733,12.41057
12.41257,12.44301,12.33041,12.47083,12.40804
13.14846,13.1349,13.02956,12.8096,13.04535
12.79297,12.74417,12.62363,12.40883,12.66405
12.72308,12.6636,12.53039,12.31461,12.58376
12.69182,12.63501,12.49781,12.28705,12.55293
12.68171,12.62715,12.48962,12.27858,12.54492
12.67614,12.62253,12.48623,12.27465,12.54068
12.6712,12.61831,12.48244,12.26931,12.53755
12.66816,12.61586,12.48017,12.26569,12.535
12.6639,12.6089,12.47504,12.26427,12.53322
12.66114,12.60671,12.47422,12.26311,12.52708
13.14205,13.24519,13.36656,13.30063,13.24137
12.80837,12.8177,12.97507,12.89121,12.8717
12.74007,12.72619,12.88252,12.79829,12.79395
12.71294,12.69227,12.85503,12.76982,12.759
12.70409,12.68274,12.84553,12.76191,12.74424
12.70003,12.67801,12.84151,12.75825,12.7377
12.69508,12.67162,12.83769,12.75249,12.72967
12.69203,12.66799,12.83549,12.74897,12.72523
12.68907,12.66552,12.83096,12.74783,12.72331
12.68673,12.66374,12.8293,12.74673,12.72196
13.04421,13.16702,13.26395,13.1792,13.35298
12.65435,12.7301,12.84844,12.80979,12.93657
12.5781,12.64202,12.7492,12.71557,12.85163
12.54805,12.61139,12.71937,12.68837,12.81881
12.53944,12.60336,12.70998,12.68189,12.8089
12.53372,12.59742,12.70633,12.67908,12.80295
12.52963,12.59369,12.70067,12.67552,12.79824
12.52624,12.58985,12.69753,12.67285,12.79516
12.52392,12.5874,12.69619,12.67128,12.79154
12.52104,12.58095,12.69529,12.66989,12.78937
