x,t,u
2.5,12.56281,0.04942
2.5,13.06533,-0.101
2.5,13.56784,-0.1882
2.5,14.07035,-0.44459
2.5,14.57286,-0.65357
2.5,15.07538,-0.79585
2.5,15.57789,-0.98745
2.5,16.0804,-1.02171
2.5,16.58291,-1.4102
2.5,17.08543,-1.47102
2.5,17.58794,-1.63866
2.5,18.09045,-1.90478
2.5,18.59296,-1.88686
2.5,19.09548,-2.11459
2.5,19.59799,-2.28768
2.5,20.1005,-2.11308
2.5,20.60302,-2.28707
2.5,21.10553,-2.11032
2.5,21.60804,-2.11248
2.5,22.11055,-1.82918
2.5,22.61307,-1.70094
2.5,23.11558,-1.60569
2.5,23.61809,-1.41163
2.5,24.1206,-1.24399
2.5,24.62312,-1.00827
2.5,25.12563,-0.84125
2.5,25.62814,-0.71989
2.5,26.13065,-0.58511
2.5,26.63317,-0.482
2.5,27.13568,-0.44531
2.5,27.63819,-0.48931
2.5,28.1407,-0.52362
2.5,28.64322,-0.3421
2.5,29.14573,-0.5079
2.5,29.64824,-0.54483
2.5,30.15075,-0.57888
2.5,30.65327,-0.70196
2.5,31.15578,-0.61875
2.5,31.65829,-0.58987
2.5,32.1608,-0.43587
2.5,32.66332,-0.29236
2.5,33.16583,-0.13978
2.5,33.66834,0.17833
2.5,34.17085,0.4302
2.5,34.67337,0.69854
2.5,35.17588,0.94574
2.5,35.67839,1.02314
2.5,36.1809,0.89488
2.5,36.68342,0.51674
2.5,37.18593,-0.19147
3,0.50251,-1.41407
3,1.00503,-1.4569
3,1.50754,-1.2834
3,2.01005,-1.29078
3,2.51256,-1.1643
3,3.01508,-0.95497
3,3.51759,-0.65161
3,4.0201,-0.35863
3,4.52261,0.33437
3,5.02513,1.12211
3,5.52764,1.6766
3,6.03015,2.4393
3,6.53266,2.67014
3,7.03518,2.90098
3,7.53769,2.8649
3,8.0402,2.44417
3,8.54271,2.07516
3,9.04523,1.61165
3,9.54774,1.44335
3,10.05025,1.04123
3,10.55276,0.84243
3,11.05528,0.62073
3,11.55779,0.48156
3,12.0603,0.28571
3,12.56281,0.27141
3,13.06533,0.13125
3,13.56784,0.12144
3,14.07035,0.00553
3,14.57286,-0.12452
3,15.07538,-0.33432
3,15.57789,-0.61372
3,16.0804,-0.83757
3,16.58291,-0.90018
3,17.08543,-1.11284
3,17.58794,-1.42951
3,18.09045,-1.43946
3,18.59296,-1.53783
3,19.09548,-1.68873
3,19.59799,-1.77022
3,20.1005,-1.83827
3,20.60302,-1.86482
3,21.10553,-1.65141
3,21.60804,-1.62263
3,22.11055,-1.47637
3,22.61307,-1.17541
3,23.11558,-1.06645
3,23.61809,-0.90994
3,24.1206,-0.7619
3,24.62312,-0.52669
3,25.12563,-0.39645
3,25.62814,-0.35865
3,26.13065,-0.31469
3,26.63317,-0.45036
3,27.13568,-0.27351
3,27.63819,-0.28148
3,28.1407,-0.272
3,28.64322,-0.23212
3,29.14573,-0.50667
3,29.64824,-0.38396
3,30.15075,-0.34063
3,30.65327,-0.38079
3,31.15578,-0.39934
3,31.65829,-0.15165
3,32.1608,-0.04552
3,32.66332,0.07017
3,33.16583,0.40311
3,33.66834,0.70722
3,34.17085,0.90704
3,34.67337,1.14333
3,35.17588,1.13007
3,35.67839,0.91365
3,36.1809,0.41437
3,36.68342,-0.2009
3,37.18593,-1.00232
3.5,0.50251,-1.37957
3.5,1.00503,-1.38491
3.5,1.50754,-1.30406
3.5,2.01005,-1.3769
3.5,2.51256,-1.34887
3.5,3.01508,-1.27141
3.5,3.51759,-1.24674
3.5,4.0201,-0.91956
3.5,4.52261,-0.57812
3.5,5.02513,-0.03285
3.5,5.52764,0.69125
3.5,6.03015,1.59402
3.5,6.53266,2.14944
3.5,7.03518,2.56176
3.5,7.53769,2.97268
3.5,8.0402,2.90427
3.5,8.54271,2.5805
3.5,9.04523,2.12882
3.5,9.54774,1.73067
3.5,10.05025,1.3955
3.5,10.55276,1.05269
3.5,11.05528,1.02817
3.5,11.55779,0.63392
3.5,12.0603,0.5177
3.5,12.56281,0.31068
3.5,13.06533,0.38643
3.5,13.56784,0.1355
3.5,14.07035,0.13059
3.5,14.57286,0.03083
3.5,15.07538,-0.131
3.5,15.57789,-0.11176
3.5,16.0804,-0.32055
3.5,16.58291,-0.46351
3.5,17.08543,-0.77789
3.5,17.58794,-0.79923
3.5,18.09045,-0.98436
3.5,18.59296,-1.08457
3.5,19.09548,-1.15554
3.5,19.59799,-1.33946
3.5,20.1005,-1.31977
3.5,20.60302,-1.2055
3.5,21.10553,-1.37896
3.5,21.60804,-0.99835
3.5,22.11055,-0.94098
3.5,22.61307,-0.84523
3.5,23.11558,-0.6883
3.5,23.61809,-0.64156
3.5,24.1206,-0.47816
3.5,24.62312,-0.28028
3.5,25.12563,-0.186
3.5,25.62814,-0.02845
3.5,26.13065,-0.17036
3.5,26.63317,-0.17921
3.5,27.13568,-0.15164
3.5,27.63819,-0.17832
3.5,28.1407,-0.11389
3.5,28.64322,-0.08405
3.5,29.14573,-0.10937
3.5,29.64824,-0.01728
3.5,30.15075,-0.07015
3.5,30.65327,-0.00895
3.5,31.15578,0.08367
3.5,31.65829,0.16481
3.5,32.1608,0.36364
3.5,32.66332,0.61517
3.5,33.16583,1.01522
3.5,33.66834,1.18606
3.5,34.17085,1.3265
3.5,34.67337,1.0927
3.5,35.17588,0.78036
3.5,35.67839,0.35569
3.5,36.1809,-0.30598
3.5,36.68342,-1.09396
3.5,37.18593,-1.79659
4,0.50251,-1.16372
4,1.00503,-0.99775
4,1.50754,-1.09669
4,2.01005,-1.14809
4,2.51256,-1.24403
4,3.01508,-1.26329
4,3.51759,-1.26206
4,4.0201,-1.36898
4,4.52261,-1.16324
4,5.02513,-0.8657
4,5.52764,-0.628
4,6.03015,0.30239
4,6.53266,0.93669
4,7.03518,1.95192
4,7.53769,2.67091
4,8.0402,2.94962
4,8.54271,2.86751
4,9.04523,2.6474
4,9.54774,2.26568
4,10.05025,1.85576
4,10.55276,1.49422
4,11.05528,1.21301
4,11.55779,1.01285
4,12.0603,0.74497
4,12.56281,0.67461
4,13.06533,0.68062
4,13.56784,0.45015
4,14.07035,0.34809
4,14.57286,0.35027
4,15.07538,-0.00452
4,15.57789,0.13193
4,16.0804,-0.11663
4,16.58291,-0.19389
4,17.08543,-0.33051
4,17.58794,-0.39968
4,18.09045,-0.5955
4,18.59296,-0.71703
4,19.09548,-0.65029
4,19.59799,-0.93489
4,20.1005,-0.77673
4,20.60302,-0.84122
4,21.10553,-0.74513
4,21.60804,-0.47886
4,22.11055,-0.52587
4,22.61307,-0.41164
4,23.11558,-0.44987
4,23.61809,-0.29066
4,24.1206,-0.15113
4,24.62312,-0.07551
4,25.12563,-0.00403
4,25.62814,-0.00144
4,26.13065,0.06918
4,26.63317,0.09305
4,27.13568,-0.03739
4,27.63819,0.11207
4,28.1407,0.18704
4,28.64322,0.20808
4,29.14573,0.19042
4,29.64824,0.22808
4,30.15075,0.30122
4,30.65327,0.49345
4,31.15578,0.73593
4,31.65829,0.70948
4,32.1608,0.99127
4,32.66332,1.1379
4,33.16583,1.39183
4,33.66834,1.31497
4,34.17085,1.1665
4,34.67337,0.81648
4,35.17588,0.276
4,35.67839,-0.52752
4,36.1809,-1.49694
4,36.68342,-1.93719
4,37.18593,-2.39562
4.5,0.50251,-0.81282
4.5,1.00503,-0.81514
4.5,1.50754,-0.69702
4.5,2.01005,-0.7187
4.5,2.51256,-0.85059
4.5,3.01508,-0.95894
4.5,3.51759,-1.17308
4.5,4.0201,-1.29917
4.5,4.52261,-1.52817
4.5,5.02513,-1.41547
4.5,5.52764,-1.33153
4.5,6.03015,-0.81652
4.5,6.53266,-0.22529
4.5,7.03518,0.73286
4.5,7.53769,1.71697
4.5,8.0402,2.40575
4.5,8.54271,2.98197
4.5,9.04523,3.01345
4.5,9.54774,2.69237
4.5,10.05025,2.3571
4.5,10.55276,2.10524
4.5,11.05528,1.78514
4.5,11.55779,1.43246
4.5,12.0603,1.23874
4.5,12.56281,1.03945
4.5,13.06533,0.89228
4.5,13.56784,0.82619
4.5,14.07035,0.52146
4.5,14.57286,0.56329
4.5,15.07538,0.38954
4.5,15.57789,0.29924
4.5,16.0804,0.19258
4.5,16.58291,0.08648
4.5,17.08543,-0.06966
4.5,17.58794,-0.06569
4.5,18.09045,-0.04446
4.5,18.59296,-0.224
4.5,19.09548,-0.26125
4.5,19.59799,-0.32479
4.5,20.1005,-0.2791
4.5,20.60302,-0.21058
4.5,21.10553,-0.22056
4.5,21.60804,-0.1672
4.5,22.11055,-0.0439
4.5,22.61307,-0.06798
4.5,23.11558,0.07263
4.5,23.61809,0.1655
4.5,24.1206,0.24906
4.5,24.62312,0.19147
4.5,25.12563,0.32686
4.5,25.62814,0.33881
4.5,26.13065,0.23576
4.5,26.63317,0.25748
4.5,27.13568,0.36057
4.5,27.63819,0.49946
4.5,28.1407,0.48399
4.5,28.64322,0.52206
4.5,29.14573,0.76053
4.5,29.64824,0.78867
4.5,30.15075,0.74754
4.5,30.65327,1.07984
4.5,31.15578,1.25475
4.5,31.65829,1.38527
4.5,32.1608,1.51158
4.5,32.66332,1.50852
4.5,33.16583,1.32871
4.5,33.66834,1.12473
4.5,34.17085,0.61747
4.5,34.67337,-0.03485
4.5,35.17588,-0.8236
4.5,35.67839,-1.46636
4.5,36.1809,-2.10814
4.5,36.68342,-2.52029
4.5,37.18593,-2.63046
5,0.50251,-0.41493
5,1.00503,-0.30925
5,1.50754,-0.51906
5,2.01005,-0.39709
5,2.51256,-0.54492
5,3.01508,-0.77177
5,3.51759,-0.96227
5,4.0201,-1.11772
5,4.52261,-1.27742
5,5.02513,-1.46258
5,5.52764,-1.63738
5,6.03015,-1.39136
5,6.53266,-0.97618
5,7.03518,-0.34937
5,7.53769,0.53982
5,8.0402,1.70676
5,8.54271,2.57357
5,9.04523,3.10147
5,9.54774,3.10877
5,10.05025,2.7832
5,10.55276,2.80733
5,11.05528,2.21479
5,11.55779,2.0036
5,12.0603,1.88774
5,12.56281,1.50865
5,13.06533,1.34607
5,13.56784,1.00561
5,14.07035,0.83791
5,14.57286,0.7938
5,15.07538,0.79171
5,15.57789,0.59494
5,16.0804,0.47546
5,16.58291,0.46271
5,17.08543,0.45184
5,17.58794,0.22054
5,18.09045,0.18972
5,18.59296,0.18732
5,19.09548,0.30126
5,19.59799,0.24656
5,20.1005,0.39457
5,20.60302,0.3457
5,21.10553,0.3209
5,21.60804,0.45465
5,22.11055,0.42911
5,22.61307,0.40976
5,23.11558,0.54126
5,23.61809,0.48002
5,24.1206,0.53542
5,24.62312,0.67131
5,25.12563,0.60195
5,25.62814,0.58633
5,26.13065,0.64847
5,26.63317,0.79793
5,27.13568,0.75144
5,27.63819,0.83626
5,28.1407,0.9163
5,28.64322,1.06736
5,29.14573,1.14756
5,29.64824,1.19508
5,30.15075,1.37659
5,30.65327,1.4953
5,31.15578,1.73157
5,31.65829,1.72812
5,32.1608,1.63884
5,32.66332,1.35209
5,33.16583,0.94876
5,33.66834,0.4106
5,34.17085,-0.32867
5,34.67337,-0.8523
5,35.17588,-1.88403
5,35.67839,-2.23361
5,36.1809,-2.65229
5,36.68342,-2.60367
5,37.18593,-2.47445
5.5,0.50251,-0.20951
5.5,1.00503,-0.21109
5.5,1.50754,-0.04282
5.5,2.01005,-0.22533
5.5,2.51256,-0.35299
5.5,3.01508,-0.38287
5.5,3.51759,-0.57788
5.5,4.0201,-0.72686
5.5,4.52261,-1.12848
5.5,5.02513,-1.22446
5.5,5.52764,-1.40273
5.5,6.03015,-1.68202
5.5,6.53266,-1.47042
5.5,7.03518,-1.04176
5.5,7.53769,-0.47715
5.5,8.0402,0.56138
5.5,8.54271,1.64638
5.5,9.04523,2.47329
5.5,9.54774,3.06246
5.5,10.05025,3.10461
5.5,10.55276,3.06978
5.5,11.05528,2.879
5.5,11.55779,2.62774
5.5,12.0603,2.29865
5.5,12.56281,2.08305
5.5,13.06533,1.72238
5.5,13.56784,1.58084
5.5,14.07035,1.40743
5.5,14.57286,1.37689
5.5,15.07538,1.10768
5.5,15.57789,0.9821
5.5,16.0804,0.93158
5.5,16.58291,0.80024
5.5,17.08543,0.82481
5.5,17.58794,0.75228
5.5,18.09045,0.63671
5.5,18.59296,0.75066
5.5,19.09548,0.74362
5.5,19.59799,0.67675
5.5,20.1005,0.81389
5.5,20.60302,0.95569
5.5,21.10553,0.92809
5.5,21.60804,0.97092
5.5,22.11055,0.87133
5.5,22.61307,1.02213
5.5,23.11558,1.02181
5.5,23.61809,1.06517
5.5,24.1206,1.07354
5.5,24.62312,0.96963
5.5,25.12563,1.08102
5.5,25.62814,1.063
5.5,26.13065,1.15298
5.5,26.63317,1.15087
5.5,27.13568,1.37019
5.5,27.63819,1.30599
5.5,28.1407,1.39759
5.5,28.64322,1.56468
5.5,29.14573,1.5868
5.5,29.64824,1.71849
5.5,30.15075,1.74846
5.5,30.65327,1.90463
5.5,31.15578,1.7847
5.5,31.65829,1.53743
5.5,32.1608,1.18498
5.5,32.66332,0.79196
5.5,33.16583,0.1306
5.5,33.66834,-0.58211
5.5,34.17085,-1.34649
5.5,34.67337,-2.09358
5.5,35.17588,-2.43284
5.5,35.67839,-2.66648
5.5,36.1809,-2.55299
5.5,36.68342,-2.30334
5.5,37.18593,-2.07102
6,0.50251,0.02306
6,1.00503,0.06801
6,1.50754,-0.14949
6,2.01005,-0.05563
6,2.51256,-0.30299
6,3.01508,-0.33073
6,3.51759,-0.4358
6,4.0201,-0.55886
6,4.52261,-0.76931
6,5.02513,-0.93629
6,5.52764,-1.14731
6,6.03015,-1.27871
6,6.53266,-1.4125
6,7.03518,-1.26385
6,7.53769,-1.03899
6,8.0402,-0.53918
6,8.54271,0.45592
6,9.04523,1.5446
6,9.54774,2.34591
6,10.05025,2.86861
6,10.55276,3.08575
6,11.05528,3.13084
6,11.55779,2.882
6,12.0603,2.7267
6,12.56281,2.56812
6,13.06533,2.3429
6,13.56784,2.13349
6,14.07035,1.90532
6,14.57286,1.83253
6,15.07538,1.77357
6,15.57789,1.5458
6,16.0804,1.42077
6,16.58291,1.42533
6,17.08543,1.30027
6,17.58794,1.26904
6,18.09045,1.32293
6,18.59296,1.1611
6,19.09548,1.28443
6,19.59799,1.37236
6,20.1005,1.34031
6,20.60302,1.39756
6,21.10553,1.47014
6,21.60804,1.4153
6,22.11055,1.51984
6,22.61307,1.52541
6,23.11558,1.5723
6,23.61809,1.65415
6,24.1206,1.59215
6,24.62312,1.58903
6,25.12563,1.60749
6,25.62814,1.63831
6,26.13065,1.58705
6,26.63317,1.69251
6,27.13568,1.77487
6,27.63819,1.71946
6,28.1407,1.92691
6,28.64322,1.98382
6,29.14573,1.88184
6,29.64824,1.87578
6,30.15075,1.73159
6,30.65327,1.64553
6,31.15578,1.21978
6,31.65829,0.84378
6,32.1608,0.24438
6,32.66332,-0.34626
6,33.16583,-1.16422
6,33.66834,-1.60684
6,34.17085,-2.29144
6,34.67337,-2.55724
6,35.17588,-2.68666
6,35.67839,-2.62588
6,36.1809,-2.37766
6,36.68342,-1.90348
6,37.18593,-1.61933
6.5,0.50251,-0.04991
6.5,1.00503,-0.19196
6.5,1.50754,-0.25257
6.5,2.01005,-0.24311
6.5,2.51256,-0.26933
6.5,3.01508,-0.39097
6.5,3.51759,-0.51411
6.5,4.0201,-0.32028
6.5,4.52261,-0.56398
6.5,5.02513,-0.68887
6.5,5.52764,-0.52962
6.5,6.03015,-0.90058
6.5,6.53266,-1.16829
6.5,7.03518,-1.28898
6.5,7.53769,-1.27772
6.5,8.0402,-1.11565
6.5,8.54271,-0.68426
6.5,9.04523,0.29371
6.5,9.54774,1.03255
6.5,10.05025,1.76047
6.5,10.55276,2.4408
6.5,11.05528,2.77012
6.5,11.55779,2.75627
6.5,12.0603,2.73329
6.5,12.56281,2.8418
6.5,13.06533,2.53213
6.5,13.56784,2.46225
6.5,14.07035,2.47653
6.5,14.57286,2.27638
6.5,15.07538,2.14477
6.5,15.57789,2.08887
6.5,16.0804,1.97992
6.5,16.58291,1.85141
6.5,17.08543,1.99795
6.5,17.58794,1.99347
6.5,18.09045,1.9262
6.5,18.59296,1.93566
6.5,19.09548,2.11814
6.5,19.59799,1.96954
6.5,20.1005,1.99756
6.5,20.60302,2.06227
6.5,21.10553,2.15378
6.5,21.60804,2.17198
6.5,22.11055,2.05002
6.5,22.61307,2.08624
6.5,23.11558,1.96507
6.5,23.61809,2.02757
6.5,24.1206,1.98106
6.5,24.62312,1.96042
6.5,25.12563,2.13663
6.5,25.62814,1.9672
6.5,26.13065,1.98709
6.5,26.63317,2.05133
6.5,27.13568,2.11348
6.5,27.63819,2.04377
6.5,28.1407,2.15845
6.5,28.64322,1.88591
6.5,29.14573,1.77033
6.5,29.64824,1.55783
6.5,30.15075,1.33187
6.5,30.65327,0.86396
6.5,31.15578,0.31767
6.5,31.65829,-0.32441
6.5,32.1608,-0.87416
6.5,32.66332,-1.41551
6.5,33.16583,-2.08027
6.5,33.66834,-2.41625
6.5,34.17085,-2.64847
6.5,34.67337,-2.62181
6.5,35.17588,-2.57621
6.5,35.67839,-2.07894
6.5,36.1809,-1.97394
6.5,36.68342,-1.54572
6.5,37.18593,-1.11361
7,0.50251,-0.25748
7,1.00503,-0.30089
7,1.50754,-0.46083
7,2.01005,-0.4853
7,2.51256,-0.50972
7,3.01508,-0.40874
7,3.51759,-0.44805
7,4.0201,-0.4019
7,4.52261,-0.45598
7,5.02513,-0.3162
7,5.52764,-0.37831
7,6.03015,-0.37755
7,6.53266,-0.49414
7,7.03518,-0.88298
7,7.53769,-1.14896
7,8.0402,-1.37295
7,8.54271,-1.31698
7,9.04523,-1.02037
7,9.54774,-0.37326
7,10.05025,0.3213
7,10.55276,1.00071
7,11.05528,1.66562
7,11.55779,1.95344
7,12.0603,2.34115
7,12.56281,2.47373
7,13.06533,2.65605
7,13.56784,2.74153
7,14.07035,2.62022
7,14.57286,2.6333
7,15.07538,2.56318
7,15.57789,2.44232
7,16.0804,2.4652
7,16.58291,2.43295
7,17.08543,2.41958
7,17.58794,2.36884
7,18.09045,2.38843
7,18.59296,2.30855
7,19.09548,2.36668
7,19.59799,2.43029
7,20.1005,2.45001
7,20.60302,2.35137
7,21.10553,2.37507
7,21.60804,2.36601
7,22.11055,2.34321
7,22.61307,2.34211
7,23.11558,2.15526
7,23.61809,2.24563
7,24.1206,2.23302
7,24.62312,2.11395
7,25.12563,2.25645
7,25.62814,2.10927
7,26.13065,2.15013
7,26.63317,1.92077
7,27.13568,1.81889
7,27.63819,1.76641
7,28.1407,1.46024
7,28.64322,1.35068
7,29.14573,1.0331
7,29.64824,0.70814
7,30.15075,0.22408
7,30.65327,-0.37668
7,31.15578,-0.98344
7,31.65829,-1.34997
7,32.1608,-2.02452
7,32.66332,-2.44366
7,33.16583,-2.70363
7,33.66834,-2.64432
7,34.17085,-2.68107
7,34.67337,-2.4866
7,35.17588,-2.124
7,35.67839,-1.80222
7,36.1809,-1.48857
7,36.68342,-1.076
7,37.18593,-0.78734
