u
-0.009541393
-0.011254394
-0.013110849
-0.015153154
-0.017415397
-0.019721514
-0.021777692
-0.023481716
-0.024892968
-0.026079178
-0.027116075
-0.027986993
-0.028536294
-0.028717363
-0.02868295
-0.028596906
-0.028606721
-0.028841252
-0.02922198
-0.029549169
-0.029816909
-0.030148336
-0.030564363
-0.031032015
-0.031475794
-0.031685934
-0.031489977
-0.030931353
-0.030129805
-0.029167465
-0.028099476
-2.69E-02
-0.025397617
-0.023748094
-0.022128427
-0.020661194
-0.019416791
-0.018407149
-0.017476953
-0.016471601
-0.015443708
-0.014492625
-0.013598007
-0.012682758
-0.011617233
-0.010241581
-0.008546633
-0.006677891
-0.004755004
-0.002845167
-0.000971028
0.000944393
0.002927591
0.00480919
0.00641812
0.007736621
0.008792671
0.00966194
0.010510613
0.011408345
0.012261025
0.013024093
0.013765597
0.014571284
0.072622881
0.07165913
0.07024555
0.06861864
0.066836855
0.06485699
0.062755194
0.060644018
0.058632908
0.056889085
0.055447454
0.054121819
0.052703989
0.051106992
0.049272078
0.047181233
0.044870338
0.042249616
0.03915419
0.035567331
0.031586137
0.027371304
0.023144357
0.019065365
0.015120807
0.011280611
0.007629502
0.004249734
0.001206602
-0.001442705
-0.003820504
-0.006166953
-0.008626073
-0.011226356
-0.013967174
-0.016809936
-0.019733983
-0.022837998
-0.026181044
-0.029641361
-0.033057323
-0.036259155
-0.039076126
-0.041475455
-0.043549392
-0.045316853
-0.04670552
-0.047700289
-0.048320901
-0.048617508
-0.048791268
-0.049046361
-0.049419783
-0.049873325
-0.050370542
-0.050857741
-0.051326668
-0.051843927
-0.052376315
-0.05274314
-0.052796815
-0.052435323
-0.051601158
-0.050377968
-0.048893105
-0.047160982
-0.045145214
-0.042885426
-0.040465499
-0.038005273
-0.035692197
-0.033618035
-0.031716492
-0.029909751
-0.028141601
-0.026368295
-0.024602665
-0.022860191
-0.021037475
-0.018975537
-0.016607758
-0.01392456
-0.010975163
-0.007910546
-0.004833671
-0.001736459
0.001374296
0.004425105
0.007326388
0.009964399
0.012230851
0.014164359
0.015903412
0.017525915
0.019083225
0.020607732
0.022075829
0.023508345
0.025032712
0.105956813
0.104978733
0.103343766
0.101296253
0.098925463
0.096262341
0.09350179
0.090781032
0.08808041
0.085471805
0.083001827
0.080515732
0.077957142
0.075318296
0.07239279
0.069056837
0.06536806
0.061250782
0.056575871
0.051472585
0.046090576
0.040400029
0.034539367
0.028749611
0.023069422
0.017556785
0.012367049
0.007509509
0.002924391
-0.001349914
-0.005378882
-0.009355157
-0.013300435
-0.017236098
-0.021354024
-0.02567777
-0.030095217
-0.034651351
-0.03936203
-0.044034926
-0.048538236
-0.052861847
-0.056852912
-0.060367665
-0.063433786
-0.066010778
-0.068051828
-0.06966431
-0.070919851
-0.071830381
-0.072543898
-0.073217829
-0.073825663
-0.074400837
-0.075075819
-0.075775153
-0.076378755
-0.076915161
-0.077316016
-0.077403263
-0.077120438
-0.076453194
-0.075294914
-0.073638301
-0.07157425
-0.069088604
-0.066239657
-0.063205854
-0.060036124
-0.056763354
-0.053558877
-0.050502608
-0.047513701
-0.044617161
-0.041874134
-0.039147556
-0.03633514
-0.033458827
-0.030421177
-0.027107798
-0.02353977
-0.019720379
-0.015617476
-0.011324723
-0.006952219
-0.002506146
0.00190143
0.006104569
0.010104512
0.013876965
0.017298647
0.020387627
0.023255573
0.025901432
0.028339125
0.030713307
0.03308419
0.035442821
0.037875905
0.142275075
0.141344061
0.139693542
0.137394135
0.134564618
0.131374936
0.128078705
0.124757045
0.121313084
0.117709821
0.113966733
0.110079672
0.10608292
0.101991244
0.097644622
0.092826381
0.087478906
0.081612765
0.07529138
0.068662477
0.061792962
0.05464177
0.047243723
0.039741203
0.032287934
0.025053175
0.01818432
0.011628158
0.005248893
-0.000978771
-0.007051783
-0.012977537
-0.018739156
-0.024404262
-0.030152288
-0.036089654
-0.042159508
-0.048274755
-0.054312116
-0.060130123
-0.065723052
-0.071120423
-0.076218956
-0.080876171
-0.084996589
-0.088499033
-0.091380414
-0.093804063
-0.095909807
-0.097698647
-0.099186176
-0.100407393
-0.101379056
-0.102204871
-0.103019851
-0.103817726
-0.104472394
-0.104879144
-0.104933883
-0.104558631
-0.103802824
-0.102692631
-0.101124784
-0.0990167
-0.096361537
-0.093191817
-0.089626024
-0.085857976
-0.081984269
-0.077985476
-0.073882262
-0.069715904
-0.065528087
-0.061416731
-0.05742195
-0.053442968
-0.049348723
-0.04506283
-0.040533078
-0.035763272
-0.030834615
-0.025750044
-0.020435055
-0.014895851
-0.009199682
-0.003441995
0.002214736
0.007628198
0.012787702
0.017735424
0.02245274
0.026922094
0.03112056
0.034993221
0.038592442
0.042074395
0.045535362
0.048998639
0.052465409
0.180501496
0.179598418
0.178027485
0.175648794
0.172572746
0.169084728
0.165333226
0.161338223
0.15706233
0.152375904
0.147234092
0.141785059
0.136144518
0.130293751
0.124173453
0.117626206
0.110473039
0.102791543
0.094823422
0.086652216
0.078253811
0.069632602
0.060750322
0.051620644
0.042462036
0.033501651
0.024786231
0.016266053
0.007845632
-0.000568686
-0.008906459
-0.017012771
-0.024880184
-0.032590101
-0.040204585
-0.047842978
-0.055558899
-0.063163249
-0.070445758
-0.077398424
-0.084065458
-0.090452563
-0.096573621
-0.102335996
-0.107532248
-0.112077907
-0.116048429
-0.119545079
-0.122687302
-0.125532781
-0.127959111
-0.129862845
-0.131345708
-0.132535489
-0.133477685
-0.134225538
-0.134736244
-0.134807516
-0.134332078
-0.133394856
-0.132070948
-0.130368423
-0.128269165
-0.125671369
-0.122478298
-0.118759174
-0.114659804
-0.110288727
-0.105744508
-0.101035323
-0.09604523
-0.0907595
-0.085333014
-0.079872905
-0.074388053
-0.068867424
-0.063211806
-0.057278042
-0.051077418
-0.044736083
-0.038323776
-0.031849377
-0.025270586
-0.018500104
-0.011560844
-0.004623113
0.002179966
0.00879273
0.015171467
0.02136372
0.027466229
0.033419653
0.039073112
0.044400242
0.049459178
0.054309152
0.05905363
0.063751927
0.068314485
0.219865961
0.219009951
0.21751485
0.215225677
0.212225037
0.208686004
0.204574919
0.199890509
0.194676603
0.188805382
0.182227808
0.175146298
0.167685394
0.159807637
0.151558364
0.142960035
0.133903647
0.124470424
0.114859726
0.10508638
0.095139531
0.085064087
0.074772066
0.064201664
0.053530421
0.042895655
0.032233444
0.021568437
0.010937358
0.000236281
-0.010476784
-0.020971148
-0.031187788
-0.041182015
-0.050926462
-0.06043546
-0.069756205
-0.078739755
-0.087248783
-0.095352637
-0.103081644
-0.110421665
-0.117455033
-0.124157798
-0.130356138
-0.13601752
-0.141241697
-0.146011138
-0.15031989
-0.154231914
-0.157641041
-0.160407095
-0.162579593
-0.164220877
-0.165332234
-0.165972305
-0.166147654
-0.165723958
-0.16468614
-0.163164907
-0.161187076
-0.158779609
-0.156029743
-0.152862203
-0.149155526
-0.144988458
-0.14047908
-0.135617796
-0.130428179
-0.124940152
-0.11904074
-0.112704345
-0.106071758
-0.099198994
-0.092094315
-0.084825618
-0.077371175
-0.069648215
-0.061744101
-0.053803566
-0.04582396
-0.037829515
-0.029882592
-0.021898208
-0.013827686
-0.005798624
0.002105685
0.009905162
0.017577564
0.025127684
0.03263981
0.040062435
0.047254073
0.054195767
0.060881709
0.06727527
0.073437644
0.079400298
0.085035961
0.259708946
0.258831439
0.257387461
0.255352442
0.25265796
0.249166807
0.244754199
0.239387045
0.233122872
0.226009954
0.218060017
0.20933724
0.199911679
0.189860592
0.179326208
0.168484073
0.157475242
0.146344757
0.13509075
0.123717644
0.112227372
0.100636164
0.08893207
0.077082037
0.065035328
0.052704177
0.040056605
0.027159786
0.014132038
0.001071349
-0.011967306
-0.024906262
-0.03765542
-0.050101092
-0.062099162
-0.073542556
-0.084380218
-0.094637803
-0.10438384
-0.113645671
-0.122417512
-0.130705114
-0.138572259
-0.146081969
-0.153260539
-0.160142723
-0.166704904
-0.172840075
-0.178442141
-0.183451951
-0.18783988
-0.191548636
-0.194518519
-0.196693989
-0.19801659
-0.198488829
-0.198167021
-0.197146016
-0.195536038
-0.193395636
-0.190744117
-0.187612065
-0.184080529
-0.180227014
-0.17606437
-0.17158362
-0.166734856
-0.161429965
-0.155614124
-0.14928587
-0.142473006
-0.13516945
-0.127349178
-0.119020417
-0.110230861
-0.101077183
-0.091667783
-0.08211267
-0.072514772
-0.062915239
-0.053333914
-0.043816311
-0.034422423
-0.025184724
-0.016081005
-0.007073541
0.00189505
0.010880819
0.019886422
0.028882964
0.037824055
0.046679209
0.05544492
0.064087881
0.072520149
0.080617685
0.088289303
0.095479691
0.102144087












































































































































































































































































































































































































