x,t,u
0.0,0.0,0.0
0.0,0.041666666666666664,0.0
0.0,0.08333333333333333,0.0
0.0,0.125,0.0
0.0,0.16666666666666666,0.0
0.0,0.20833333333333331,0.0
0.0,0.25,0.0
0.0,0.29166666666666663,0.0
0.0,0.3333333333333333,0.0
0.0,0.375,0.0
0.0,0.41666666666666663,0.0
0.0,0.4583333333333333,0.0
0.0,0.5,0.0
0.0,0.5416666666666666,0.0
0.0,0.5833333333333333,0.0
0.0,0.625,0.0
0.0,0.6666666666666666,0.0
0.0,0.7083333333333333,0.0
0.0,0.75,0.0
0.0,0.7916666666666666,0.0
0.0,0.8333333333333333,0.0
0.0,0.875,0.0
0.0,0.9166666666666666,0.0
0.0,0.9583333333333333,0.0
0.0,1.0,0.0
0.1724137931034483,0.0,3.9383330280702126e-05
0.1724137931034483,0.041666666666666664,5.4650116721635836e-05
0.1724137931034483,0.08333333333333333,7.464100998252709e-05
0.1724137931034483,0.125,0.00010015574788101076
0.1724137931034483,0.16666666666666666,0.00013206822215306452
0.1724137931034483,0.20833333333333331,0.00017131538226327736
0.1724137931034483,0.25,0.0002188941054776079
0.1724137931034483,0.29166666666666663,0.0002758652293409135
0.1724137931034483,0.3333333333333333,0.0003433649008852486
0.1724137931034483,0.375,0.000422624153764944
0.1724137931034483,0.41666666666666663,0.0005149984859162662
0.1724137931034483,0.4583333333333333,0.000622010412566691
0.1724137931034483,0.5,0.0007454097698067084
0.1724137931034483,0.5416666666666666,0.0008872592762294996
0.1724137931034483,0.5833333333333333,0.0010500569598140969
0.1724137931034483,0.625,0.001236913046210265
0.1724137931034483,0.6666666666666666,0.0014518073181480733
0.1724137931034483,0.7083333333333333,0.0016999641957055334
0.1724137931034483,0.75,0.001988396896202183
0.1724137931034483,0.7916666666666666,0.0023266884033572087
0.1724137931034483,0.8333333333333333,0.0027280940390925932
0.1724137931034483,0.875,0.003211065396356125
0.1724137931034483,0.9166666666666666,0.003801304122253244
0.1724137931034483,0.9583333333333333,0.004534451151179119
0.1724137931034483,1.0,0.0054594961679830765
0.3448275862068966,0.0,0.0001847717855903535
0.3448275862068966,0.041666666666666664,0.0002481002337025317
0.3448275862068966,0.08333333333333333,0.000326423303076972
0.3448275862068966,0.125,0.00042185175088750864
0.3448275862068966,0.16666666666666666,0.0005365662075874162
0.3448275862068966,0.20833333333333331,0.0006728499283651969
0.3448275862068966,0.25,0.000833131803643903
0.3448275862068966,0.29166666666666663,0.0010200446397950536
0.3448275862068966,0.3333333333333333,0.0012365042206485147
0.3448275862068966,0.375,0.0014858168703423226
0.3448275862068966,0.41666666666666663,0.0017718272797205537
0.3448275862068966,0.4583333333333333,0.0020991248371826383
0.3448275862068966,0.5,0.0024733366422109793
0.3448275862068966,0.5416666666666666,0.0029015501080342163
0.3448275862068966,0.5833333333333333,0.003392928977775932
0.3448275862068966,0.625,0.003959614696760807
0.3448275862068966,0.6666666666666666,0.004618040329133437
0.3448275862068966,0.7083333333333333,0.005390824510594456
0.3448275862068966,0.75,0.006309453203317798
0.3448275862068966,0.7916666666666666,0.007417988214950224
0.3448275862068966,0.8333333333333333,0.008778049936671917
0.3448275862068966,0.875,0.010475289297883486
0.3448275862068966,0.9166666666666666,0.012627468324703645
0.3448275862068966,0.9583333333333333,0.015394085254816597
0.3448275862068966,1.0,0.018987184365191815
0.5172413793103449,0.0,0.0007696949308846064
0.5172413793103449,0.041666666666666664,0.0009850574914949744
0.5172413793103449,0.08333333333333333,0.001240264531732795
0.5172413793103449,0.125,0.0015391929738224621
0.5172413793103449,0.16666666666666666,0.0018860041000410492
0.5172413793103449,0.20833333333333331,0.0022852892203496116
0.5172413793103449,0.25,0.002742261939284479
0.5172413793103449,0.29166666666666663,0.0032630109427921076
0.5172413793103449,0.3333333333333333,0.0038548389339445447
0.5172413793103449,0.375,0.0045267293738593005
0.5172413793103449,0.41666666666666663,0.005290006218808261
0.5172413793103449,0.4583333333333333,0.00615928655481029
0.5172413793103449,0.5,0.007153875513745541
0.5172413793103449,0.5416666666666666,0.008299819297207911
0.5172413793103449,0.5833333333333333,0.009632914148945742
0.5172413793103449,0.625,0.011203058833230882
0.5172413793103449,0.6666666666666666,0.01308041782828965
0.5172413793103449,0.7083333333333333,0.015363900924937985
0.5172413793103449,0.75,0.018192415045531346
0.5172413793103449,0.7916666666666666,0.02175914160879447
0.5172413793103449,0.8333333333333333,0.026328658715170275
0.5172413793103449,0.875,0.03225597708697212
0.5172413793103449,0.9166666666666666,0.04000542343440932
0.5172413793103449,0.9583333333333333,0.05016577815922178
0.5172413793103449,1.0,0.06345629413100051
0.6896551724137931,0.0,0.002846828791436276
0.6896551724137931,0.041666666666666664,0.0034892386816951114
0.6896551724137931,0.08333333333333333,0.004222612758371984
0.6896551724137931,0.125,0.005054374486103417
0.6896551724137931,0.16666666666666666,0.005993408228430188
0.6896551724137931,0.20833333333333331,0.007050625756382908
0.6896551724137931,0.25,0.008239705169004472
0.6896551724137931,0.29166666666666663,0.009578102370203203
0.6896551724137931,0.3333333333333333,0.011088485493378111
0.6896551724137931,0.375,0.012800819964525178
0.6896551724137931,0.41666666666666663,0.014755444256535646
0.6896551724137931,0.4583333333333333,0.017007627267739845
0.6896551724137931,0.5,0.01963427919049738
0.6896551724137931,0.5416666666666666,0.022743668513278026
0.6896551724137931,0.5833333333333333,0.026489114671118696
0.6896551724137931,0.625,0.03108756888376625
0.6896551724137931,0.6666666666666666,0.03684359831514557
